ABHD12,AGR2,AR-1,AR-2,CBLN2,COL6A3-1,COL6A3-2,COL6A3-3,EIF2B5-1,EIF2B5-2,GFM1,KLK3_1,MAD1L1-1,MAD1L1-2,MAD1L1-3,MAD1L1-4,MAD1L1-5,MAD1L1-6,MAD1L1-7,MAD1L1-8,MAD1L1-9,MAD1L1-10,MAD1L1-11,NAALADL2-1,NAALADL2-2,NAALADL2-3,NAALADL2-4,NAALADL2-5,NAALADL2-6,NAALADL2-7,NAALADL2-8,NAALADL2-9,NAALADL2-10,NAALADL2-11,NAALADL2-12,NAALADL2-13,NAALADL2-14,NAALADL2-15,NAALADL2-16,NAALADL2-17,NAALADL2-18,NAALADL2-19,NAALADL2-20,NAALADL2-21,NAALADL2-22,NDUFB11,NT5DC1-1,NT5DC1-2,SEC61A1-1,SEC61A1-2,SLC25A36,SLC26A2,STIL-1,STIL-2,STIL-3,TMPRSS2,TSPAN13-1,TSPAN13-2,B_Ca,Loc_Met
363.230774,172.17868,401.936249,350.40387,26.257099,385.70697,270.841827,266.805908,337.775909,91.742126,35.70723,410.067322,276.774872,131.253448,233.998917,231.418076,151.041672,52.425713,44.958931,6620.850586,236.996506,122.684937,33.993877,60.197994,127.542465,163.218277,187.131256,261.581696,2512.66748,326.109802,374.338623,505.572937,78.652214,512.56604,69.573257,116.860527,71.193802,1243.680542,249.131653,455.309631,140.781189,287.18634,905.48114,262.186798,58.943466,162.125946,135.300003,126.065445,231.677231,254.481476,220.927658,571.569885,89.502739,44.091953,88.587303,130.821701,505.399963,59.208481,Ca,Loc
479.854248,208.76062,422.869873,370.383911,23.203506,386.897247,237.124954,285.490448,332.380585,89.411102,40.665329,444.859802,363.688049,139.200287,258.260346,177.050766,168.07904,63.136227,57.018635,6369.529297,226.237152,150.358002,38.466587,69.583183,86.844719,137.643539,230.138763,330.588989,2856.799561,350.161011,361.111328,465.910065,104.477402,597.317749,87.989525,117.616829,84.577713,1261.121582,346.852661,354.969025,141.11438,247.692307,873.03302,262.613495,80.795197,204.299881,153.361679,94.404739,276.267334,305.139435,256.792419,569.658325,102.691834,49.270252,85.263054,146.087647,529.314758,69.418648,Ca,Loc
487.646027,221.790192,348.667908,305.815948,26.623728,403.844025,234.908157,304.185577,305.00589,84.560936,44.214703,417.56012,234.125382,142.447555,214.803894,181.025009,163.895874,63.425709,83.077492,6586.230957,200.522705,189.743591,35.306381,76.576782,119.200783,155.846283,252.384979,408.157196,2500.502441,331.338623,323.019653,295.360077,110.814301,723.812805,92.247589,128.766861,66.961731,1434.900391,266.466065,350.842407,157.035523,237.671066,818.595337,269.557953,84.794724,180.464447,181.139313,105.077484,260.037964,320.477966,249.009598,518.995789,113.165382,46.170067,77.325676,175.733719,379.870422,38.659187,Ca,Loc
410.444733,250.206421,347.948914,307.150452,20.208994,369.634308,175.544617,337.138214,233.537033,80.573486,66.108192,339.161346,262.413818,129.442246,225.305191,169.048248,165.685883,59.819809,79.232674,6162.136719,216.689697,148.103577,40.579544,73.450233,139.896668,166.427414,284.622375,261.550903,2702.268555,259.067719,294.684265,244.060654,186.358856,493.134674,65.019272,117.765831,112.826813,1266.368652,355.926819,251.656754,194.16983,225.558197,939.192932,247.420624,128.397965,227.345688,180.867783,86.496307,251.414719,316.860626,240.22879,370.744507,119.719795,55.696991,109.763374,157.566788,405.202362,40.449566,Ca,Loc
483.01767,190.158188,597.941589,439.91394,27.616756,619.307434,318.926697,268.862549,267.142334,56.462154,38.71579,439.991303,254.252762,138.137131,283.063934,163.37294,179.918732,41.342785,37.927158,5877.229492,195.996582,101.124557,32.042614,53.380989,147.369156,210.92775,255.433884,350.167572,2432.46875,416.612091,335.415649,326.786224,98.557022,751.447449,53.677872,113.945938,65.431465,1441.296143,246.496765,322.765595,145.094833,225.016281,784.853821,290.269684,40.49902,161.7379,188.408401,96.06955,255.28067,301.047821,242.651733,441.992157,105.825333,45.079384,70.961006,126.961067,605.48175,37.808403,Ca,Loc
405.018402,203.183075,399.041077,307.364624,25.283024,505.988861,276.673218,233.958893,289.092163,52.088234,41.62735,417.847321,261.512726,161.562805,328.85141,173.07782,174.473496,46.083744,40.630211,5925.996582,198.20726,118.557564,37.497925,56.448753,106.403343,183.537689,234.655579,452.313965,3081.755859,366.53244,302.192902,343.681976,120.791283,598.674988,56.254574,115.104218,76.895134,1180.852539,266.234253,382.864288,135.509247,252.546188,722.471558,288.665649,86.362671,171.938904,180.5867,114.114288,272.991577,293.911926,222.027954,432.165192,99.086418,45.224552,79.527611,136.642197,560.585632,30.960428,Ca,Loc
524.074768,301.155151,336.397919,329.817444,32.906925,390.183594,259.730774,408.498413,290.275147,73.679695,49.325947,389.23822,326.802368,168.500885,265.375061,140.319031,180.154251,74.272781,87.842606,5963.46875,307.438934,264.572662,46.208885,88.914871,137.121857,157.739059,328.159546,281.073029,2794.808594,390.075165,177.821304,227.824921,204.866989,844.562317,96.358742,178.929688,110.455131,1453.912476,444.730499,339.871246,233.857559,261.541473,699.964294,265.966003,92.034531,221.094223,209.85852,74.823402,308.256256,405.096039,265.396423,239.38002,142.890488,55.525291,89.478844,207.563888,360.902313,33.138065,Ca,Loc
572.200378,273.365173,338.853394,335.223816,32.267132,333.720062,221.987122,389.557526,283.474792,73.075363,55.345089,392.093903,349.758637,159.93132,330.34848,151.316223,175.878586,71.541008,72.922539,5872.441406,272.149383,171.37439,38.574257,68.99781,94.109032,150.111481,321.939209,368.682159,2836.507568,432.530457,227.016464,277.072479,170.197174,828.026856,103.250565,161.004532,111.258019,1279.358032,452.03186,298.672821,213.65097,249.584213,806.305237,259.878387,102.923454,237.418121,213.791229,68.311836,282.954681,390.041962,260.940704,285.85257,137.754562,56.715702,86.774521,188.476639,399.905884,34.366486,Ca,Loc
495.174011,284.238037,350.697876,276.846191,36.226151,564.236572,230.306152,428.455658,255.208511,80.899872,55.059513,405.615326,286.203491,157.092362,255.567856,172.185455,168.002777,85.160858,83.760834,5562.200684,213.315628,219.200501,43.626263,82.585701,126.339859,168.446625,325.728302,384.548828,2424.645264,344.655853,207.435059,217.788681,156.055313,888.065918,100.81768,165.673019,134.542007,1302.261353,435.48468,270.852203,213.927704,207.383484,574.987976,242.706009,99.178764,193.351883,202.995941,83.023033,268.848053,380.231934,296.284912,413.353485,130.301315,53.38509,83.887001,214.662689,360.371796,35.81501,Ca,Loc
411.950317,182.678436,634.754211,348.398621,27.390209,365.024658,221.115433,244.776932,313.619324,121.074539,49.282143,448.160217,260.010681,120.584541,222.700958,186.347061,204.77095,56.382362,62.370857,6104.088379,270.284027,143.72525,36.792377,65.659668,264.344788,197.326111,178.307083,351.265686,3190.35376,307.110748,259.72226,440.224853,112.939896,532.581177,78.417183,89.076439,62.385735,1375.833618,200.023804,321.283966,124.417679,264.295593,1097.940308,262.457031,54.617546,187.973404,146.691559,77.260239,230.821243,276.288178,201.162857,586.412293,88.564636,63.790012,98.203308,127.345123,545.111572,82.887489,Ca,Loc
429.600067,239.468353,415.406433,302.727173,40.625278,307.970825,214.822891,302.254273,306.563995,62.204765,44.516644,399.613373,481.104126,147.763519,272.294037,170.855484,200.599472,55.257141,63.455982,5632.304199,236.453827,156.520004,37.409554,67.920708,81.642586,156.830276,251.19902,326.633758,2489.421875,400.282471,297.02594,240.447601,142.783844,778.92456,77.695358,123.628242,105.583069,1212.519043,315.399139,361.087708,165.287872,196.359726,562.657471,267.132782,40.330368,203.469437,180.321426,71.240356,321.83017,338.450653,261.628418,433.533997,121.898758,58.359211,93.421997,163.14711,700.681457,51.754143,Ca,Loc
431.137665,191.278198,443.596497,363.292633,30.368694,524.179382,210.862701,244.305145,308.788818,72.347084,44.298,415.798462,269.726929,142.243408,225.825729,206.868271,176.121429,57.16161,62.950192,6046.861816,248.411148,153.242691,33.890686,63.664894,113.526566,175.484802,223.449249,335.617371,2214.296875,352.575714,335.961243,454.663025,110.378029,569.794373,82.227768,135.915039,48.980801,1123.238159,219.202576,509.901459,150.247314,263.229248,785.440308,321.214966,108.314766,175.535858,157.408401,94.698349,260.008789,283.967682,222.536926,441.010315,96.517517,50.597946,91.484962,144.691437,497.829804,44.890472,Ca,Loc
516.045959,231.407913,717.770203,241.129318,29.261688,618.932922,164.14566,261.28064,240.84549,63.26553,41.257202,362.2771,383.675354,158.733826,294.290833,135.573151,145.958695,60.256714,62.933315,6316.333496,238.92775,217.476944,35.175968,70.909302,114.334267,187.441513,241.072098,361.931641,2401.828369,326.085205,292.297394,372.1427,108.992241,646.633789,83.275208,120.521774,58.667541,1204.026123,297.232727,316.118164,144.949295,201.228058,778.986633,245.313919,96.736679,163.269913,210.070343,90.71685,250.143097,312.22464,240.868683,375.496582,115.300339,42.793884,93.151764,175.24556,545.390381,38.028645,Ca,Loc
620.545166,202.085983,742.189575,416.498047,33.490082,280.270966,343.645325,319.69104,346.919647,75.547806,46.454601,427.088593,367.669159,148.635925,297.825073,161.457779,208.518921,58.117142,41.050026,6365.048828,163.642899,124.353058,32.679482,66.511574,73.72802,163.010223,303.690185,301.253662,2454.013184,563.148254,226.804977,405.85199,81.12101,1335.251343,68.964874,97.483063,104.44873,1397.201172,304.027924,447.903015,124.535385,222.266159,689.767395,317.901367,89.078896,113.880768,194.833542,93.974602,281.776672,380.064362,266.059296,337.267334,119.747063,55.571003,87.086952,168.84082,560.387146,38.124874,Ca,Loc
371.046448,169.478409,534.430725,322.379944,27.702055,291.52359,274.426636,188.570511,335.135681,69.410355,45.967628,416.387146,316.503143,123.463043,236.409378,211.451248,193.559662,49.823677,46.526688,6169.948242,275.953613,162.727097,42.483601,59.04781,122.618156,191.144501,201.099472,386.774017,2724.921875,361.88797,369.855408,458.043915,88.457413,644.587402,60.897518,113.812355,60.654282,1156.668457,267.978455,468.558716,108.449211,285.786041,823.92981,275.450317,112.723267,179.340866,149.704636,107.686203,242.300003,274.715851,203.594055,517.299072,90.478806,46.444111,93.696449,130.660507,423.616608,34.354103,Ca,Loc
344.896576,164.45076,614.907227,333.259766,25.743742,401.660034,300.345764,221.237305,329.280029,70.458687,46.540955,437.618195,338.620056,130.242325,261.88443,226.176315,182.406113,46.982124,48.539589,5739.507324,294.373199,121.555763,37.116028,54.806206,131.303528,145.183304,194.347534,417.502075,2733.98999,326.644409,508.598724,554.205383,96.593994,543.665039,55.411789,101.595207,56.007244,1057.069946,279.226807,489.305847,120.623688,235.728485,928.746155,321.645111,65.566948,203.963028,142.001465,115.150604,224.10466,251.018326,210.587158,620.839539,92.295067,44.375149,98.008888,120.096756,648.404358,46.834229,Ca,Loc
525.138062,289.039124,374.048554,241.961716,26.151537,252.920792,239.118912,383.268402,260.849396,73.523201,61.916874,392.194122,376.170715,152.354706,251.829483,134.55397,150.733505,73.658531,69.051025,6303.028809,218.499085,183.901154,43.947472,87.795395,94.140862,149.534683,278.560181,233.533722,2062.935547,332.079315,244.437698,295.40863,168.954666,672.638123,97.874695,225.77774,133.470383,1221.753662,319.482117,353.130951,242.713684,186.937546,718.70166,237.731033,112.121681,220.738251,226.317856,65.101593,250.657074,341.755279,269.724487,354.197876,149.786194,69.118004,130.182388,188.271973,449.971375,30.499189,Ca,Loc
405.341461,206.059967,446.308075,329.39798,28.672266,406.279419,288.262848,270.412872,334.099945,78.141365,47.399525,414.088196,298.523865,112.317116,250.158401,239.751968,159.566025,50.416962,57.686462,5982.197754,260.848602,108.731911,35.133358,60.703178,187.871628,165.38884,219.93576,410.692413,2483.300537,298.654907,345.089325,405.421417,121.648117,613.096375,70.471268,135.717026,53.404316,1365.278198,232.427399,535.06842,148.86264,243.031464,830.7771,246.275162,87.552765,184.885223,170.603455,119.343979,253.59021,283.466034,213.734543,555.071716,101.1278,46.312954,95.286652,129.854095,435.269562,77.857475,Ca,Loc
457.436981,202.412201,330.21991,452.258758,30.354237,424.813416,383.732666,335.512024,337.152008,76.785072,49.343204,413.663544,452.140198,140.334396,289.564362,129.422897,129.867401,53.594887,44.375378,5733.161133,200.357773,120.689903,32.826458,62.82399,64.424263,143.257553,248.667282,323.569855,2947.008545,468.532105,284.321014,512.856628,103.648514,703.5495,75.381523,130.565399,74.820297,1127.122803,269.384522,560.014832,156.815445,287.03363,859.795532,339.788757,105.274605,204.360199,206.341156,73.322899,272.440796,309.68512,248.894608,405.775482,108.896759,54.804695,97.011681,154.639908,575.081299,35.437904,Ca,Loc
345.410309,173.932556,501.688843,300.519226,24.909391,349.803009,295.957794,239.106369,323.173431,69.430412,41.932159,389.546417,398.037109,120.888054,270.047577,168.856491,176.518433,45.841427,50.326542,6128.59082,265.581909,144.366531,36.390373,57.85791,179.78775,155.237915,190.93689,345.64624,2477.434814,321.71405,403.053803,518.817993,99.160675,512.72229,64.848808,107.615395,63.978497,1264.538574,306.860046,472.863312,125.231918,230.366577,805.335388,312.488403,126.174347,186.21141,132.550736,106.815704,252.655853,244.862946,209.083206,500.671326,91.219666,45.213264,87.2379,125.310516,587.283569,38.224644,Ca,Loc
511.919586,316.042755,413.385834,286.397308,40.786091,415.372559,221.62233,368.91275,199.089966,72.858765,51.006729,366.329956,350.111267,184.83812,318.879028,170.850037,174.600159,95.573433,108.628708,5141.16748,231.770111,225.189926,53.696842,107.867447,103.607849,159.101547,371.866577,312.575043,1639.737183,438.788361,170.832046,222.101242,207.334305,903.055725,148.141617,204.307968,89.007217,953.723084,459.216278,200.477234,228.594742,193.6129,546.404236,243.097748,124.866783,238.125336,234.390594,65.605476,372.565613,433.228912,262.293457,249.642197,155.246063,77.52108,122.96051,259.647766,673.864502,32.773067,Ca,Loc
434.511261,204.341599,410.393463,288.165558,26.760998,339.039429,271.504059,317.429016,387.234314,71.556007,41.50742,446.797333,306.067963,143.539276,245.42955,191.628433,163.552841,49.093887,49.223396,6241.689941,227.990982,114.464905,34.465118,58.655682,169.941284,170.82811,221.365494,335.131348,2479.123291,331.98349,320.184936,353.872223,115.827599,636.084228,59.616924,136.975723,59.281792,1558.401611,319.426117,503.233215,135.768417,260.976929,772.702026,336.32077,91.276016,200.621079,164.378983,115.861504,232.665848,287.577606,206.149857,478.299927,98.325745,42.587235,63.88496,130.960495,430.575684,44.237949,Ca,Loc
415.200623,228.280716,534.402771,307.515778,30.754759,372.550812,324.990356,290.214691,317.70694,66.741402,38.158726,363.732605,431.520294,149.756409,251.335312,191.780319,190.71373,50.870148,53.982113,6126.766113,243.556061,159.691147,32.193779,62.723724,115.96843,153.602142,258.539185,346.033752,2490.387451,362.849029,283.627167,461.99585,106.007462,628.273377,73.033966,137.315277,72.178589,1185.705688,288.200348,389.768555,158.240784,230.480438,886.633606,264.751251,60.687256,212.528793,175.584992,79.925362,246.425934,307.180206,193.471909,361.064423,116.127831,52.754421,73.394386,159.501511,426.892059,48.463337,Ca,Loc
538.986145,292.660126,444.115692,300.627075,35.206776,515.784546,240.217667,429.335602,267.484314,71.970345,58.67506,362.231445,292.02121,188.752243,310.59314,164.418442,175.886963,77.421288,97.980705,5823.667969,233.442825,269.438202,53.890808,99.123619,127.769264,129.866852,368.281952,383.688355,2039.403564,402.491577,193.292313,262.197571,173.130249,922.925476,111.570106,123.643272,78.052605,1171.049805,480.348663,281.360352,220.703354,202.263245,594.066101,247.493637,95.802612,230.692719,227.401291,71.614029,292.823639,380.087067,304.999573,271.243317,156.166229,59.542988,88.874763,242.883881,393.636475,39.061951,Ca,Loc
367.299164,175.391449,396.529571,309.648071,25.871353,316.913269,229.679092,240.786026,316.447144,70.069214,43.682281,392.011597,270.68335,127.841919,227.846542,251.817184,159.443436,45.935749,48.511917,6265.510254,235.572708,136.733826,33.00528,53.81131,252.423523,210.696258,177.564514,418.259644,2616.934082,323.980896,392.246521,417.30188,102.470078,479.85556,58.208286,119.033112,47.767391,1381.976074,227.725464,409.35556,134.428711,230.892563,963.25116,274.314545,82.347794,195.411896,142.179794,119.067925,234.618347,265.032623,190.600342,511.43811,88.451881,45.619099,72.262543,121.239204,552.516846,55.327415,Ca,Loc
506.720032,269.984619,433.8013,286.19516,28.370775,483.621582,228.71994,371.201386,265.980164,60.489941,48.183048,346.507843,348.712982,147.37355,253.095932,152.21933,156.127335,60.452595,51.652668,6449.453125,248.541153,198.729309,39.361603,77.873207,111.623146,157.508423,285.69458,447.298462,2210.947021,380.019135,242.695129,261.574982,135.727875,772.390198,87.791519,132.107132,83.366852,1309.729614,423.278625,286.248962,197.22113,202.398926,777.529663,231.314987,80.002388,201.718002,195.645981,88.808594,255.48378,356.694641,241.34848,305.677978,128.492004,51.787086,93.319862,187.175171,428.649017,30.099215,Ca,Loc
444.574677,222.208969,341.650818,325.380554,25.679745,545.568237,201.675827,291.846191,277.875519,71.021187,45.846607,404.553101,247.540527,140.51477,243.940765,198.246246,157.239746,48.811829,58.153351,5963.028809,246.881683,140.06575,40.342834,62.578827,159.856628,178.376068,259.038666,439.32254,2508.28125,314.240662,325.975922,318.279511,117.658379,615.907654,75.441505,129.411087,67.739998,1316.591797,345.039703,320.076172,144.15004,220.4263,799.383606,261.250305,76.480339,176.137878,171.189804,109.454201,275.447327,286.344025,234.290863,556.230652,107.881729,46.958416,71.027504,156.397201,482.82016,38.889545,Ca,Loc
378.175873,222.234406,365.355774,340.968658,29.078917,399.386292,266.876465,286.17273,288.535065,66.222427,56.409557,382.361114,277.94397,143.07988,259.149719,186.278793,171.103195,55.223839,59.807716,5766.764648,264.087219,144.648636,34.660999,68.075279,102.341698,166.231628,226.660187,518.941467,2635.319092,358.559204,289.841309,438.828857,112.485977,644.570373,85.750961,155.100571,75.714333,1170.556396,285.403015,535.429199,128.915008,237.720657,702.180298,260.691284,71.131866,194.94812,169.483871,96.077225,245.792404,290.23822,229.639984,427.368469,103.195267,50.308296,92.53553,153.451553,491.941223,35.714485,Ca,Loc
428.3078,177.849609,388.930512,299.923828,25.038267,559.687622,248.472671,234.3452,368.704987,61.584526,43.007008,501.343536,299.934296,136.121597,248.939651,277.210876,180.468079,43.984142,43.803688,6187.057129,254.833176,143.305008,34.151085,54.717606,238.253433,187.556198,222.172836,673.809448,2670.018555,355.466003,406.831482,253.884918,109.64328,554.310242,65.831696,98.259537,58.549545,1129.5,379.202423,370.902008,126.368424,253.160278,781.547363,268.03891,70.798271,184.43924,153.033707,118.720383,249.853272,286.501923,198.873657,482.255646,97.430016,44.219391,88.352615,135.841278,474.965454,27.942362,Ca,Loc
422.085602,197.33902,390.309784,280.148224,32.746719,413.738525,281.940735,292.96051,394.229034,69.55014,51.952789,462.181244,327.159027,155.248612,260.606323,178.97168,145.479935,57.171494,66.186684,6163.612793,194.971176,208.918579,34.865307,70.485359,150.010803,184.812744,219.06604,334.530151,2123.858887,367.943451,280.440491,306.536041,111.462364,609.376343,86.281395,144.821518,74.623108,1367.750244,282.750549,319.843262,152.976456,221.135956,722.930969,323.120636,98.43898,188.529373,165.191834,90.047531,248.952057,288.639893,215.077805,406.699982,106.294449,47.831623,86.598831,169.091995,435.992462,44.704304,Ca,Loc
461.259979,282.881226,346.17804,321.293701,31.986059,336.38977,252.807877,321.664032,252.006348,65.426476,45.552574,343.494659,382.53302,163.044861,267.22171,158.688171,171.317917,65.690674,59.597633,5872.688477,290.716766,201.288834,49.361279,73.478348,99.063019,156.987823,300.512543,315.49704,2193.529053,371.892242,248.894638,339.975617,146.822342,802.544983,81.994713,131.659302,77.022369,1095.946533,390.014557,336.949554,200.268524,235.613785,727.48407,302.870422,98.587067,205.012741,194.519287,84.356354,288.943481,342.700226,268.12503,465.044952,127.648613,54.548603,101.508888,195.012787,514.182678,31.288034,Ca,Loc
482.315704,237.607513,387.025757,331.438141,31.314072,454.068542,301.475281,309.244721,271.893738,69.533295,35.895695,398.199005,332.213989,157.739777,330.458923,135.153702,191.753464,57.388279,48.957901,6069.941406,408.666962,172.480682,39.362686,74.009827,77.063126,139.940857,239.369904,308.869446,2918.620117,326.819428,332.141632,354.898529,108.222588,738.274414,77.083389,117.029045,56.013271,1226.773682,311.110291,453.904297,157.295761,278.585053,806.612976,368.584503,47.212711,138.10762,179.6418,121.301666,247.848114,299.548767,269.920837,550.785156,113.539208,52.074429,137.210434,177.966858,423.340424,31.273369,Ca,Loc
377.805298,207.958054,369.769287,322.101135,31.612934,333.468597,251.284225,243.666489,284.455109,68.806206,37.295605,352.072296,315.462555,140.646454,248.801239,216.396225,163.92247,56.709869,50.310814,6017.930664,371.921661,166.938782,39.863789,67.316978,137.052582,179.628708,211.916824,277.774322,2129.963867,339.98523,337.467346,372.989654,94.445694,642.392822,80.758118,109.038032,71.822319,1256.077271,242.99913,418.103455,143.798859,218.068756,738.417481,309.224457,47.91338,166.115295,141.759018,95.334183,224.274612,284.697968,244.789032,544.06543,96.497238,49.566967,117.302284,153.103287,541.298889,48.547321,Ca,Loc
587.037781,331.584778,403.847717,297.713684,39.870228,378.569916,281.367645,419.616211,245.212448,71.623474,52.103577,330.836212,330.07254,174.030808,281.986267,147.195633,158.950394,78.553856,75.734543,5639.189941,290.463379,260.10257,59.455456,94.682053,102.896912,134.961716,365.717682,232.198731,1742.912109,366.630798,179.576797,222.898254,174.882538,1041.715942,93.319313,199.86879,81.803375,1263.003296,537.313782,344.958649,271.855255,212.934006,585.091736,270.858154,86.275978,208.901428,233.855362,73.557465,303.446228,413.484497,320.688965,310.235107,161.979294,59.780987,135.455154,249.457001,352.252289,33.471294,Ca,Loc
505.114288,261.711731,367.990265,277.221863,27.36157,547.05426,257.738922,348.480957,288.446838,66.03537,52.304176,358.494873,260.609863,151.323624,281.033722,170.248596,180.692093,65.528275,65.651466,6142.945801,264.03949,200.678375,40.306873,76.819054,160.059662,190.584351,320.46756,544.568603,2420.905029,350.508881,183.671906,197.207367,137.873077,946.238281,103.124069,168.762146,93.676399,1283.447998,426.032562,249.384659,180.474808,216.251068,709.583069,222.248138,67.116249,218.939178,214.30748,78.838928,285.006195,376.919952,211.152664,399.642548,139.020767,49.180756,97.764313,193.844955,311.16629,28.935055,Ca,Loc
467.653595,237.079941,623.007813,316.047943,36.74509,478.804901,302.53717,326.998016,291.786591,69.271111,55.161606,333.91272,342.209778,175.522186,272.160797,130.966126,201.928223,58.09074,61.812733,5724.194824,281.893433,206.648041,40.641598,71.790611,64.853249,117.301827,304.70282,203.469772,1874.286377,417.741913,164.468658,424.06723,121.797462,842.129944,86.001953,151.732284,86.838188,1127.802246,311.769806,240.421051,224.909088,272.803284,970.466065,272.600738,97.487244,220.563415,212.904724,68.192787,301.580872,361.06012,241.837707,291.721649,130.43486,74.816978,106.29953,182.210663,444.579071,60.219906,Ca,Loc
524.668457,286.016205,459.756531,312.589935,25.857389,323.446869,220.584625,387.730133,271.803986,63.490059,50.534538,323.088074,363.613983,132.259415,247.809784,140.29071,180.070694,56.092831,55.738304,5967.091309,272.278503,157.060257,35.659695,70.502701,142.504288,179.427002,324.679749,314.559235,2465.237061,381.541779,210.460678,296.267273,163.20343,795.909546,90.878639,148.951737,104.614548,1272.215576,348.43045,331.278686,185.631226,236.489365,926.679016,273.712341,112.386711,227.60849,206.503067,77.605896,281.814728,376.263,224.105362,370.479065,140.177872,57.450237,98.23671,162.263214,585.156616,26.899343,Ca,Loc
523.706238,318.383453,494.478729,313.685303,32.891762,420.87085,366.748047,353.666962,262.5849,64.49511,55.331314,344.526367,410.711762,167.484222,300.247559,151.399323,166.111145,64.50351,64.99617,5951.055664,314.377136,219.851746,46.293537,74.341141,93.833595,148.801269,309.354096,272.841827,2326.679443,338.05304,223.596314,364.181366,156.671326,820.551209,112.907669,156.222366,91.035797,1132.925293,411.471802,389.123657,215.92923,240.562912,811.707519,263.471344,90.431549,215.511932,218.371567,75.507217,272.95755,374.564758,245.427826,398.694916,140.878937,61.70866,124.766571,194.298828,297.815704,37.578075,Ca,Loc
487.878632,273.336121,567.302734,326.691193,29.357439,293.444855,384.686188,410.905334,282.727203,69.097336,55.479191,293.678101,435.514679,182.342636,350.598114,131.236862,172.80632,64.74395,56.239464,5821.69873,284.607727,165.464554,36.07127,83.374527,75.201126,118.314484,284.026703,297.331573,2594.331787,351.543854,259.484924,390.189911,125.411255,832.580872,89.924225,160.262711,70.587502,1040.527344,368.373779,495.290039,195.373505,216.033966,786.001709,315.795196,103.781014,211.625214,200.609757,84.325928,289.127808,335.110016,289.68457,486.764557,133.132736,57.736084,135.443039,200.534195,558.31427,27.966383,Ca,Loc
559.34906,300.989014,420.291809,267.487152,35.723938,367.389282,209.317459,348.681335,239.011368,70.586479,51.03373,370.692261,306.731323,176.844742,310.129913,192.245163,191.047867,81.767563,73.032547,5637.064453,350.332306,246.908173,53.375366,93.866989,104.339088,173.184647,326.551422,249.088028,2360.17749,343.724915,216.326935,196.190811,156.385712,857.094604,123.420342,195.831909,113.711906,1252.045166,511.267273,280.323608,208.738068,216.084839,572.942322,279.204773,132.081177,196.689209,233.687439,88.122429,313.561035,384.987488,286.522247,468.038025,149.178787,62.249252,125.084175,237.377518,315.747284,32.830193,Ca,Loc
422.13385,246.316849,578.116455,307.591248,23.980923,401.135742,250.201828,352.122711,284.384583,68.352463,44.068439,356.644348,399.853851,126.104439,244.451157,164.80661,167.788925,54.733471,56.083035,6328.831543,306.10025,162.026611,35.859272,68.877945,96.554688,132.167282,257.776215,259.885498,2601.628662,325.89856,276.931885,476.143341,115.157036,732.829651,98.105026,135.009811,94.088737,1188.974609,296.424896,479.069916,181.715195,232.01001,817.073181,284.160858,78.8256,186.087143,168.205338,84.158379,261.733765,317.094025,238.244598,448.238648,112.030098,50.628216,104.591194,156.994934,452.108429,31.320742,Ca,Loc
515.038757,303.455658,410.657532,345.138763,26.823679,448.686279,329.859833,422.636536,269.131317,79.041809,51.196854,381.127777,339.046753,154.837921,243.583939,104.496498,169.165985,67.516167,56.284882,6261.655762,341.253479,222.865005,37.302738,75.195747,93.693375,134.151489,321.600678,337.178772,2761.735352,348.844757,237.944183,391.030365,170.519959,736.062988,107.983627,178.787689,108.29142,1237.724487,358.428284,363.161621,234.549866,277.887299,961.368225,305.14621,88.551575,213.044373,207.844315,74.107292,276.686645,360.732269,248.776703,393.372955,146.928848,59.357601,121.314316,199.591171,427.645294,34.113823,Ca,Loc
484.890808,280.022308,404.462585,254.254913,28.555231,465.163452,163.790619,340.400909,258.625946,66.274879,46.546085,430.247559,351.148743,162.342682,267.67099,161.623215,156.850876,67.411758,68.234703,6054.639648,329.509277,228.965958,40.478477,83.056465,87.797302,168.964706,284.416168,462.470398,2036.953369,425.016266,245.418732,254.65506,133.63591,815.467041,120.947647,138.101975,96.589104,1116.854248,406.042755,322.323364,210.184708,206.185928,515.998718,225.686585,70.768402,160.902985,184.107559,82.49556,286.664795,332.861664,278.922455,399.949097,129.131088,55.204556,110.732246,196.9328,520.475525,32.504417,Ca,Loc
582.312134,341.109039,412.098023,247.589035,28.56975,348.969605,231.493042,489.760376,238.378586,73.047211,54.625584,335.434723,307.645874,166.562241,273.894562,144.780457,151.726807,74.743202,67.755936,6007.583984,271.571014,192.625168,44.97345,92.369194,130.835175,146.72554,355.668365,232.504578,1856.997314,377.647034,169.443603,195.13942,165.725281,1025.740601,115.318848,232.704956,85.066238,1318.633301,407.761444,239.042984,241.606979,205.92102,583.930847,279.795502,113.60128,213.256668,235.624252,80.981087,297.23233,417.858215,284.047974,322.08194,151.887131,62.966797,98.373741,225.277679,329.169922,30.657747,Ca,Loc
