ABHD12,AGR2,AR-1,AR-2,CBLN2,COL6A3-1,COL6A3-2,COL6A3-3,EIF2B5-1,EIF2B5-2,GFM1,KLK3_1,MAD1L1-1,MAD1L1-2,MAD1L1-3,MAD1L1-4,MAD1L1-5,MAD1L1-6,MAD1L1-7,MAD1L1-8,MAD1L1-9,MAD1L1-10,MAD1L1-11,NAALADL2-1,NAALADL2-2,NAALADL2-3,NAALADL2-4,NAALADL2-5,NAALADL2-6,NAALADL2-7,NAALADL2-8,NAALADL2-9,NAALADL2-10,NAALADL2-11,NAALADL2-12,NAALADL2-13,NAALADL2-14,NAALADL2-15,NAALADL2-16,NAALADL2-17,NAALADL2-18,NAALADL2-19,NAALADL2-20,NAALADL2-21,NAALADL2-22,NDUFB11,NT5DC1-1,NT5DC1-2,SEC61A1-1,SEC61A1-2,SLC25A36,SLC26A2,STIL-1,STIL-2,STIL-3,TMPRSS2,TSPAN13-1,TSPAN13-2,B_Ca,Loc_Met
417.054932,165.324234,410.621002,349.127899,24.353428,616.660461,229.775147,190.959579,286.462402,52.960251,28.718704,434.126312,326.836395,147.662064,330.647492,143.621384,205.03244,41.938183,37.494232,5641.925293,184.778534,128.890121,33.090187,54.257835,232.816223,421.78067,201.337952,293.435761,3022.984131,383.332398,375.157715,417.938019,98.842735,573.195923,58.223476,114.449577,53.682594,1171.766724,164.015961,196.815475,110.176926,163.204285,922.903198,267.556213,63.685818,166.408081,203.760895,116.099281,213.106766,285.038238,207.770615,506.668945,93.106522,34.690556,71.979439,113.765503,487.302582,25.552866,Ca,Loc
500.889709,194.533478,640.095215,310.233948,24.721239,649.728638,254.270325,293.377808,347.931061,60.137482,38.214825,582.697571,406.498199,150.515183,271.341065,162.722855,175.825424,44.405769,39.987858,5939.376465,211.189285,133.076508,34.752644,53.06662,109.727325,157.322296,248.322128,371.787628,2993.287354,416.187103,296.982422,394.620514,92.072823,706.496033,59.051929,111.062332,47.239037,1346.541016,250.435486,308.109711,117.481186,231.775284,751.759399,288.833252,93.298416,160.809097,192.825424,99.588196,250.749847,283.638397,232.693665,519.825806,101.900749,42.986553,78.799225,131.218796,657.039123,49.816204,Ca,Loc
599.069885,259.832031,330.338898,378.120392,42.13126,618.455261,237.62674,365.595825,297.568207,59.46426,39.901669,380.369721,297.543182,165.852371,335.461609,127.238136,244.615128,62.32394,64.609032,5473.83252,166.488007,180.455399,41.406345,76.470947,108.398491,182.508377,312.531799,494.09964,2918.241699,463.944702,219.411026,269.328095,144.50058,942.090027,66.083786,135.447754,116.621391,1086.124146,345.265564,173.2565,172.857758,262.489716,808.979858,301.598389,104.059708,175.63591,246.606262,72.634705,284.575104,382.607544,264.263763,301.720489,133.07991,46.451099,76.029274,190.960403,598.990662,30.923767,Ca,Loc
537.065674,318.182739,353.118164,284.80426,31.393967,672.220398,208.254715,327.490784,214.899338,66.28347,47.49757,347.784729,336.644836,169.435211,259.865143,169.971588,160.794327,74.005295,72.1894,6089.935059,317.928314,352.785248,46.67371,87.944679,94.952469,145.647263,297.777313,412.683777,2105.291504,352.052032,231.587494,182.988541,192.179199,687.906738,106.129623,197.142441,82.88028,1136.256348,508.942261,360.014984,271.712799,180.312088,664.938416,291.841248,96.205833,186.464004,216.002045,90.791756,295.588165,400.368652,263.779694,410.750641,148.583588,62.360706,127.057861,224.9263,264.399322,30.429485,Ca,Loc
593.828979,240.974487,788.066772,308.759766,36.031204,689.739746,204.703491,338.476593,251.665985,58.654884,42.615322,365.876984,471.131073,153.025787,294.984924,107.099213,206.065155,58.647579,67.850349,5573.324219,205.149109,205.532944,49.458599,68.472679,136.985916,162.472549,333.816071,346.70581,2068.870605,434.2323,202.437439,297.555145,178.214432,860.940552,69.610199,157.649567,78.931747,976.140198,361.026428,132.992844,168.52475,167.039475,857.906982,268.917511,102.395248,214.021866,222.204559,60.059719,273.208313,428.571686,262.480377,391.429321,145.4879,62.534199,89.844307,184.983917,704.589539,31.730024,Ca,Loc
564.123291,214.842087,579.212036,311.950897,34.258713,578.559082,236.643722,297.638184,352.803101,65.671829,39.958126,496.134155,331.605011,168.546478,312.637573,141.958817,188.5354,50.495239,37.835739,6029.724121,172.092743,129.923721,42.061447,55.818859,81.268761,222.470581,269.846558,312.765778,2935.057373,432.75293,252.432312,240.758209,93.241875,949.918457,72.586861,137.84874,72.330894,1518.502563,264.593323,187.323746,124.154533,232.578308,741.243774,349.78122,86.329094,168.666702,260.493164,76.925072,300.375488,348.443756,260.323547,336.856995,117.11927,50.377754,64.364532,164.591568,380.246033,47.432259,Ca,Loc
454.401276,174.460953,698.282227,357.715118,30.025984,452.111511,221.30516,257.085297,270.59967,54.701618,34.940319,424.536407,506.612427,165.374466,352.772736,191.400757,217.023804,50.78989,51.993855,5324.005859,230.967789,115.853203,44.084476,62.571392,101.303238,172.689865,230.087387,378.921143,2641.370361,429.488098,344.873749,311.845581,93.619041,617.134399,55.928764,107.415916,100.851799,1046.36438,219.918503,278.289642,127.690834,216.907761,780.930359,307.926269,63.462624,167.547073,161.025925,97.286339,263.089905,301.897095,250.225326,380.712708,104.277908,46.056652,78.546883,163.787888,647.153015,29.972143,Ca,Loc
467.279968,173.215134,565.592285,344.080261,31.096674,589.65332,253.783218,212.483658,299.436676,56.398228,29.889462,369.716949,465.560242,136.239197,319.821838,132.607544,225.126877,46.017517,46.181961,5773.363281,200.627579,116.167641,40.007755,57.583485,102.315414,249.511826,221.019043,398.802216,3121.276855,464.654175,325.56253,331.109467,100.146347,724.602417,59.230305,119.87056,58.511692,1110.491821,236.149979,310.878448,128.500168,223.034012,916.863586,326.338165,76.822876,174.959,192.375946,90.061584,253.228226,319.253113,215.392654,381.207794,106.390015,41.848923,76.192535,145.961472,546.615112,33.515831,Ca,Loc
487.359894,248.352493,640.283081,282.383667,26.848328,425.768951,232.76207,343.904907,280.283997,57.160191,44.838863,354.331238,373.068909,155.497498,248.406372,113.635552,178.711655,53.25893,51.968845,6427.244141,279.152771,173.231506,33.912807,64.699188,92.78109,179.844162,262.961426,358.305695,2464.677979,408.180664,188.29306,311.819946,129.77684,752.801269,70.163101,150.679779,67.710182,1281.572876,378.274445,286.737152,166.404221,197.63443,750.134582,316.242462,76.589623,174.755112,197.4328,72.162926,276.179504,341.038818,221.58429,493.423035,120.871529,57.106232,83.412766,162.000015,591.753784,26.530766,Ca,Loc
356.964783,174.869492,504.703186,306.490295,32.08091,664.136658,220.6035,188.525787,291.832214,53.030827,24.570894,425.028168,410.686554,161.59906,406.517304,189.943375,185.472839,46.716663,42.040806,5749.119629,218.013977,109.95723,43.016418,62.133545,95.471451,164.92337,177.098923,448.908142,2157.894287,435.667481,363.671936,324.663269,73.055405,561.098084,60.282917,116.821541,54.688717,1200.647217,389.326843,378.322601,97.433922,234.865982,632.87915,313.319672,44.136925,153.944199,147.164002,106.125832,235.021896,247.388611,214.441055,503.697968,88.007889,44.454437,97.664803,128.394394,780.733276,44.435936,Ca,Loc
606.624207,210.393448,485.001465,312.943542,29.767935,780.264771,219.125275,326.522888,287.867889,66.856415,42.1134,376.834992,438.113586,145.807114,335.372253,132.190338,253.156235,46.223793,48.320972,6510.356934,209.729034,146.227035,44.452045,67.308266,84.18248,154.520935,340.362976,369.004181,2154.897217,551.22583,243.702759,302.398102,77.201279,1096.79541,56.099831,92.055954,50.414883,1526.531128,293.484558,344.033386,163.557648,246.395401,559.243225,235.083328,75.969719,164.184692,201.868271,80.38726,219.271912,375.148407,292.145081,405.351959,127.612732,47.265778,83.446548,165.513687,809.573975,81.390961,Ca,Loc
446.694061,239.266861,429.392761,284.726196,18.913145,379.295013,235.335815,265.133453,192.657333,80.905006,53.55706,322.245514,299.488983,138.894241,234.616715,142.065216,142.990662,72.88372,119.561768,6814.75,211.83873,159.717483,50.975243,77.592873,126.011757,156.438431,337.070984,233.663559,2571.888428,243.709595,201.793472,204.994797,149.518753,599.913818,56.395943,140.079102,127.434357,1516.464722,375.952728,219.243057,177.639633,193.799408,808.581604,218.627594,134.437561,228.866974,179.046433,75.544518,270.34729,329.095062,257.699036,351.183441,132.185806,43.953327,75.638268,165.942642,221.818451,35.826389,Ca,Loc
425.754669,222.369385,224.221741,304.47052,25.416016,668.98706,191.297913,322.177887,270.976776,93.032417,41.03466,414.212647,233.466278,142.211685,250.370926,271.530395,125.569344,62.083218,61.280437,6878.84668,398.847961,230.264923,41.792397,80.673096,121.333664,164.803101,233.078507,511.893768,2677.19873,297.541412,349.988129,248.206558,109.77536,620.9505,100.312706,126.009575,77.360481,1562.362427,327.27243,229.774216,159.223099,256.936157,822.984314,262.111176,57.798798,177.286789,160.429291,127.739822,219.439346,299.06427,259.069733,417.369537,112.434265,44.047832,125.682747,184.760666,258.179474,120.211609,Ca,Loc
477.72406,178.456039,506.211731,362.218475,31.825096,492.31012,271.041016,273.268066,328.161438,57.458588,33.799065,487.040833,252.872833,156.777679,310.816589,167.079453,176.003082,38.901646,39.108589,6474.953125,198.773544,107.789085,37.118416,51.405785,87.990074,192.753815,256.466827,313.979096,3023.911133,402.632813,337.731415,322.619843,92.732964,714.627258,36.892105,120.783775,45.416145,1422.912109,608.068603,337.836762,125.253769,244.607391,953.849182,390.282349,83.634163,149.000565,182.376663,97.638435,265.562439,299.398926,222.488632,257.350189,93.306847,47.57198,73.07827,124.631599,511.707642,42.232056,Ca,Loc
616.602844,338.349548,335.932098,325.897217,29.188545,360.230133,212.812393,557.209351,194.251633,121.0802,74.805267,385.089996,405.938934,175.706009,280.506012,98.135231,197.895645,93.78054,99.255409,6870.707031,150.249237,223.580612,54.211578,104.441589,79.189514,151.902649,432.245544,274.872406,2661.579102,396.63974,147.291626,176.803833,176.898392,872.510681,159.28981,214.422638,58.949352,1596.596558,540.886414,312.303192,256.039551,193.382202,640.403992,321.493439,101.486885,217.899277,256.137146,63.788696,309.706665,446.034271,313.479523,366.321442,165.357025,70.177444,70.854462,243.382248,330.107483,37.929016,Ca,Loc
450.365692,192.377014,401.12558,267.47702,21.521519,770.740662,252.09024,234.053101,298.549225,101.796028,43.19199,500.2164,161.244965,119.53302,201.727295,244.543228,149.473648,57.636845,67.956352,6742.203125,225.633865,142.538986,35.378838,69.525223,104.806267,363.881042,204.593567,314.751343,3836.807373,242.423203,572.502075,316.851807,125.787025,608.98468,86.890312,116.660759,134.392136,1439.050659,221.981293,168.623413,148.360138,259.063812,964.609802,278.032166,75.481094,179.168014,153.054367,246.682465,293.619324,286.40271,207.846054,497.82489,90.142372,43.030315,84.983849,139.034668,265.647125,50.285664,Ca,Loc
467.880279,262.529602,379.636505,313.299133,30.85837,422.305878,239.369766,362.907989,234.060089,142.025848,57.578548,374.122955,247.511429,163.619202,274.552551,144.034622,155.901779,95.158463,112.416985,6933.800781,191.206253,264.1008,48.889828,106.632835,74.196854,185.041748,320.031128,270.94046,2063.838623,317.798645,206.337448,293.88562,126.46563,760.563171,110.567749,179.026993,103.384582,1467.0625,353.139496,236.91217,160.203735,206.922089,830.980164,344.617737,91.323822,132.536682,196.457794,82.276611,232.305237,392.962128,304.393066,302.974457,130.345566,58.822132,70.575867,253.678177,339.52301,59.808922,Ca,Loc
482.141785,164.360748,400.511047,387.571777,26.351534,332.37262,277.311493,202.049316,360.17334,70.758514,37.248508,462.350647,370.042816,136.945694,237.57518,180.451248,218.732666,47.320736,37.528988,6488.208984,218.405045,115.012115,36.725826,54.914288,108.731232,176.095215,201.996155,243.821549,2577.702881,438.531311,383.183044,453.720886,65.406212,745.661377,47.333359,112.272018,69.941505,1399.71228,181.592072,322.930939,142.629471,265.528625,810.55957,393.676941,70.091972,141.27713,136.32576,106.792763,300.279968,279.457886,230.7574,462.032715,90.347588,49.769665,75.224075,128.371597,529.995361,59.260654,Ca,Loc
420.518829,228.728073,355.945862,288.531494,30.648508,314.340576,241.554047,336.365845,245.902283,86.445915,44.462135,354.32016,249.21492,153.583405,253.551987,188.124008,173.97731,65.61895,74.475395,6428.783691,206.853867,159.752029,42.910061,74.724358,157.146454,144.039078,263.498474,283.868133,1974.6427,360.261566,280.587921,291.996216,123.43013,663.861145,82.576187,111.166725,86.100204,1398.267822,332.707977,288.55304,156.763229,209.404312,732.901489,324.460876,75.720474,190.454315,165.700668,99.975563,294.521606,322.646118,257.266235,406.578918,113.537987,49.45578,70.065117,174.764526,401.120972,49.499908,Ca,Loc
